@relation TEST
@attribute timeunit NUMERIC
@attribute storageCost NUMERIC
@attribute interestRate NUMERIC
@attribute compidx0lt2 NUMERIC
@attribute compidx4lt2 NUMERIC
@attribute compidx6lt2 NUMERIC
@attribute compidx8lt2 NUMERIC
@attribute compidx10lt2 NUMERIC
@attribute compidx12lt2 NUMERIC
@attribute compidx14lt2 NUMERIC
@attribute compidx0lt6 NUMERIC
@attribute compidx4lt6 NUMERIC
@attribute compidx6lt6 NUMERIC
@attribute compidx8lt6 NUMERIC
@attribute compidx10lt6 NUMERIC
@attribute compidx12lt6 NUMERIC
@attribute compidx14lt6 NUMERIC
@attribute compidx0lt10 NUMERIC
@attribute compidx4lt10 NUMERIC
@attribute compidx6lt10 NUMERIC
@attribute compidx8lt10 NUMERIC
@attribute compidx10lt10 NUMERIC
@attribute compidx12lt10 NUMERIC
@attribute compidx14lt10 NUMERIC
@attribute compidx0lt20 NUMERIC
@attribute compidx4lt20 NUMERIC
@attribute compidx6lt20 NUMERIC
@attribute compidx8lt20 NUMERIC
@attribute compidx10lt20 NUMERIC
@attribute compidx12lt20 NUMERIC
@attribute compidx14lt20 NUMERIC
@attribute compidx0lt30 NUMERIC
@attribute compidx4lt30 NUMERIC
@attribute compidx6lt30 NUMERIC
@attribute compidx8lt30 NUMERIC
@attribute compidx10lt30 NUMERIC
@attribute compidx12lt30 NUMERIC
@attribute compidx14lt30 NUMERIC
@attribute sku1 NUMERIC
@attribute sku10 NUMERIC
@attribute sku11 NUMERIC
@attribute sku12 NUMERIC
@attribute sku13 NUMERIC
@attribute sku14 NUMERIC
@attribute sku15 NUMERIC
@attribute sku16 NUMERIC
@attribute demandseg1 NUMERIC
@attribute demandseg1l1 NUMERIC
@attribute demandseg1l2 NUMERIC
@attribute demandseg1l4 NUMERIC
@attribute demandseg1l8 NUMERIC
@attribute demandseg2 NUMERIC
@attribute demandseg2l1 NUMERIC
@attribute demandseg2l2 NUMERIC
@attribute demandseg2l4 NUMERIC
@attribute demandseg2l8 NUMERIC
@attribute demandseg3 NUMERIC
@attribute demandseg3l1 NUMERIC
@attribute demandseg3l2 NUMERIC
@attribute demandseg3l4 NUMERIC
@attribute demandseg3l8 NUMERIC
@attribute LBL NUMERIC
@attribute MTLp2A NUMERIC
@attribute MTLp3A NUMERIC
@attribute MTLp4A NUMERIC
@attribute MTLp5A NUMERIC
@attribute MTLp6A NUMERIC
@attribute MTLp7A NUMERIC
@attribute MTLp8A NUMERIC
@attribute MTLp9A NUMERIC
@attribute MTLp10A NUMERIC
@attribute MTLp11A NUMERIC
@attribute MTLp12A NUMERIC
@attribute MTLp13A NUMERIC
@attribute MTLp14A NUMERIC
@attribute MTLp15A NUMERIC
@attribute MTLp16A NUMERIC

@data
  164.000,   49.000,   10.000,  518.723,  139.210,  156.961,   53.102,   52.889,  409.357,  667.960,  501.000,  161.844,  137.753,   51.414,   51.467,  344.773,  431.512,  570.466,  206.000,  157.172,   51.040,   51.094,  319.609,  385.000,  691.836,  204.903,  172.745,   51.706,   51.325,  309.537,  336.054,  689.760,  192.247,  167.399,   56.223,   51.262,  298.579,  308.000, 1516.000, 1398.000, 1673.000, 1425.000, 2116.000, 1852.000, 2248.000, 2041.000,   70.000,   63.000,   65.000,   60.000,   65.000,   93.000,   92.000,   87.000,   97.000,  106.000,   55.000,   56.000,   57.000,   74.000,   62.000, 1292.000, 1210.000, 1410.000, 1268.000, 1765.000, 1731.000, 1915.000, 1783.000, 1138.000,  960.000, 1291.000, 1009.000, 1651.000, 1682.000, 1825.000, 1781.000
  165.000,   49.000,   10.000,  553.346,  146.489,  153.644,   57.872,   54.892,  514.247,  720.759,  532.132,  170.870,  133.935,   56.000,   53.006,  396.000,  485.723,  583.553,  206.693,  157.132,   52.683,   51.898,  341.334,  400.996,  702.664,  206.524,  174.785,   56.490,   51.960,  319.443,  343.554,  695.673,  196.000,  168.022,   56.000,   51.861,  305.274,  307.876, 1435.000, 1241.000, 1673.000, 1395.000, 2116.000, 1873.000, 2248.000, 2041.000,   58.000,   70.000,   63.000,   66.000,   73.000,   95.000,   93.000,   92.000,   84.000,   80.000,   43.000,   55.000,   56.000,   51.000,   68.000, 1359.000, 1208.000, 1393.000, 1232.000, 1771.000, 1660.000, 1910.000, 1722.000, 1118.000,  975.000, 1255.000, 1005.000, 1780.000, 1743.000, 1816.000, 1788.000
  166.000,   49.000,   10.000,  570.103,  139.025,  156.282,   57.672,   55.497,  456.070,  555.196,  586.538,  168.000,  139.329,   56.596,   53.802,  398.689,  365.000,  643.116,  203.542,  156.986,   56.000,   56.000,  327.000,  382.667,  722.017,  206.561,  176.114,   56.806,   52.564,  313.921,  337.171,  705.651,  195.822,  169.160,   56.248,   52.564,  303.000,  304.554, 1435.000, 1235.000, 1673.000, 1398.000, 2116.000, 1856.000, 2248.000, 2041.000,   66.000,   58.000,   70.000,   65.000,   76.000,   79.000,   95.000,   93.000,   87.000,  105.000,   41.000,   43.000,   55.000,   57.000,   71.000, 1320.000, 1217.000, 1385.000, 1287.000, 1789.000, 1668.000, 1864.000, 1735.000, 1118.000, 1017.000, 1211.000, 1069.000, 1656.000, 1649.000, 1814.000, 1752.000
  167.000,   49.000,   10.000,  575.381,  145.387,  178.052,   56.749,   57.013,  422.032,  444.675,  535.000,  172.147,  164.047,   56.346,   54.756,  374.613,  361.539,  632.308,  214.000,  165.907,   56.247,   55.000,  327.597,  368.370,  725.277,  208.316,  181.533,   56.499,   52.978,  314.553,  332.373,  705.812,  195.511,  171.257,   56.404,   53.219,  303.981,  277.000, 1433.000, 1235.000, 1542.000, 1401.000, 2098.000, 1856.000, 2206.000, 2041.000,   70.000,   66.000,   58.000,   63.000,   66.000,   99.000,   79.000,   95.000,   92.000,   93.000,   46.000,   41.000,   43.000,   56.000,   48.000, 1276.000, 1209.000, 1388.000, 1273.000, 1773.000, 1618.000, 1898.000, 1720.000, 1125.000,  970.000, 1211.000, 1005.000, 1723.000, 1602.000, 1784.000, 1766.000
  168.000,   49.000,   10.000,  568.475,  140.580,  186.330,   53.473,   54.351,  396.079,  412.810,  532.695,  179.032,  175.625,   54.860,   52.304,  329.000,  358.872,  624.330,  215.108,  182.018,   54.888,   52.000,  321.652,  363.274,  734.147,  209.088,  184.828,   54.839,   51.206,  311.896,  329.854,  699.000,  191.000,  173.541,   55.940,   52.620,  303.210,  277.137, 1433.000, 1198.000, 1542.000, 1348.000, 2098.000, 1800.000, 2206.000, 2041.000,   68.000,   70.000,   66.000,   70.000,   60.000,   92.000,   99.000,   79.000,   93.000,   97.000,   44.000,   46.000,   41.000,   55.000,   74.000, 1269.000, 1188.000, 1333.000, 1176.000, 1701.000, 1630.000, 1839.000, 1683.000, 1111.000, 1009.000, 1162.000, 1061.000, 1686.000, 1617.000, 1778.000, 1696.000
  169.000,   49.000,   10.000,  590.033,  175.782,  186.217,   54.697,   52.960,  410.252,  393.553,  554.193,  226.000,  173.457,   54.170,   51.544,  335.622,  330.361,  667.000,  222.594,  186.903,   51.000,   52.000,  321.000,  310.647,  741.119,  211.658,  182.664,   51.749,   51.212,  309.918,  303.890,  705.531,  192.571,  173.594,   55.000,   51.290,  294.000,  276.470, 1433.000, 1193.000, 1481.000, 1324.000, 2008.000, 1800.000, 2206.000, 2041.000,   51.000,   68.000,   70.000,   58.000,   66.000,   82.000,   92.000,   99.000,   95.000,   84.000,   51.000,   44.000,   46.000,   43.000,   51.000, 1300.000, 1178.000, 1333.000, 1144.000, 1624.000, 1580.000, 1736.000, 1637.000, 1105.000,  965.000, 1182.000,  948.000, 1673.000, 1595.000, 1782.000, 1690.000
  170.000,   49.000,   10.000,  598.601,  176.318,  188.550,   56.876,   57.173,  458.012,  410.170,  572.261,  220.925,  177.239,   54.801,   53.675,  368.836,  347.394,  671.349,  214.000,  183.518,   55.000,   53.000,  331.270,  313.788,  757.214,  205.263,  182.059,   52.163,   53.687,  314.795,  303.438,  716.478,  192.711,  174.232,   55.869,   52.069,  299.744,  276.000, 1369.000, 1173.000, 1481.000, 1320.000, 1956.000, 1800.000, 2206.000, 1775.000,   52.000,   51.000,   68.000,   66.000,   65.000,   75.000,   82.000,   92.000,   79.000,   87.000,   47.000,   51.000,   44.000,   41.000,   57.000, 1359.000, 1141.000, 1395.000, 1124.000, 1788.000, 1590.000, 1888.000, 1629.000, 1110.000,  956.000, 1168.000,  948.000, 1684.000, 1589.000, 1778.000, 1718.000
  171.000,   49.000,   10.000,  599.739,  151.382,  154.679,   56.628,   56.832,  441.498,  372.358,  533.000,  195.612,  157.018,   54.745,   54.100,  347.000,  320.088,  670.950,  207.623,  181.812,   54.000,   53.485,  333.792,  309.299,  754.470,  202.522,  180.520,   52.804,   54.137,  315.599,  299.409,  722.000,  181.000,  172.000,   56.494,   52.000,  302.593,  272.609, 1407.000, 1145.000, 1481.000, 1317.000, 1956.000, 1800.000, 2206.000, 1775.000,   46.000,   52.000,   51.000,   70.000,   63.000,   86.000,   75.000,   82.000,   99.000,   92.000,   51.000,   47.000,   51.000,   46.000,   56.000, 1298.000, 1105.000, 1348.000, 1099.000, 1696.000, 1581.000, 1840.000, 1604.000, 1065.000,  950.000, 1114.000,  934.000, 1699.000, 1587.000, 1797.000, 1694.000
  172.000,   49.000,   10.000,  605.181,  144.649,  154.878,   56.413,   56.589,  413.252,  396.994,  571.795,  181.000,  156.041,   54.329,   52.000,  352.320,  329.949,  722.000,  200.013,  169.090,   52.000,   53.194,  319.000,  315.746,  759.944,  198.533,  175.530,   52.481,   53.929,  310.051,  299.072,  723.504,  178.868,  170.109,   57.000,   51.950,  302.000,  271.312, 1407.000, 1145.000, 1466.000, 1317.000, 1920.000, 1690.000, 2013.000, 1706.000,   50.000,   46.000,   52.000,   68.000,   70.000,   82.000,   86.000,   75.000,   92.000,   93.000,   52.000,   51.000,   47.000,   44.000,   55.000, 1186.000, 1048.000, 1266.000, 1022.000, 1630.000, 1570.000, 1741.000, 1528.000, 1000.000,  937.000, 1042.000,  947.000, 1693.000, 1595.000, 1755.000, 1672.000
  173.000,   49.000,   10.000,  608.377,  145.748,  153.903,   56.394,   56.654,  414.412,  399.593,  612.477,  174.251,  153.968,   53.930,   53.135,  352.401,  332.364,  730.292,  192.000,  166.390,   52.506,   54.000,  321.330,  316.614,  764.802,  187.070,  168.312,   52.817,   53.503,  310.537,  294.911,  725.132,  176.392,  166.524,   56.741,   51.887,  302.450,  268.301, 1396.000, 1145.000, 1430.000, 1317.000, 2003.000, 1690.000, 2105.000, 1706.000,   67.000,   50.000,   46.000,   51.000,   58.000,   68.000,   82.000,   86.000,   82.000,   95.000,   45.000,   52.000,   51.000,   51.000,   43.000, 1168.000, 1008.000, 1046.000, 1055.000, 1559.000, 1527.000, 1729.000, 1503.000,  998.000,  912.000, 1117.000,  951.000, 1678.000, 1606.000, 1745.000, 1646.000
  174.000,   49.000,   10.000,  588.452,  210.414,  154.438,   53.767,   53.748,  394.491,  375.433,  594.000,  205.664,  153.889,   52.074,   51.775,  326.000,  322.576,  739.168,  199.915,  166.920,   52.572,   51.000,  318.132,  312.314,  764.654,  186.838,  168.543,   52.985,   51.000,  308.311,  293.617,  724.355,  178.000,  166.000,   56.216,   51.624,  300.745,  263.000, 1396.000, 1157.000, 1430.000, 1317.000, 1936.000, 1699.000, 2025.000, 1743.000,   42.000,   67.000,   50.000,   52.000,   66.000,   70.000,   68.000,   82.000,   75.000,   79.000,   42.000,   45.000,   52.000,   47.000,   41.000, 1138.000,  964.000, 1146.000,  991.000, 1662.000, 1548.000, 1675.000, 1541.000, 1029.000,  909.000, 1081.000,  927.000, 1662.000, 1548.000, 1745.000, 1626.000
  175.000,   49.000,   10.000,  601.996,  168.992,  161.611,   53.424,   53.573,  418.078,  417.268,  615.134,  180.000,  157.939,   51.251,   50.791,  340.323,  352.751,  711.000,  196.231,  169.420,   50.637,   50.545,  324.000,  320.761,  765.768,  184.404,  170.000,   52.466,   51.204,  311.351,  297.072,  729.876,  176.545,  166.133,   54.554,   51.821,  299.923,  266.270, 1396.000, 1121.000, 1412.000, 1317.000, 1936.000, 1699.000, 2025.000, 1743.000,   58.000,   42.000,   67.000,   46.000,   70.000,   64.000,   70.000,   68.000,   86.000,   99.000,   44.000,   42.000,   45.000,   51.000,   46.000, 1109.000,  964.000, 1117.000,  979.000, 1578.000, 1484.000, 1695.000, 1527.000, 1026.000,  909.000, 1071.000,  948.000, 1729.000, 1562.000, 1718.000, 1624.000
  176.000,   49.000,   10.000,  607.268,  144.779,  157.174,   53.448,   53.755,  396.826,  408.195,  640.536,  172.811,  146.000,   51.000,   51.000,  336.367,  357.399,  724.704,  183.000,  165.681,   50.231,   53.756,  322.807,  320.000,  770.841,  180.150,  168.914,   51.412,   51.582,  310.439,  299.568,  734.934,  173.500,  165.714,   53.595,   52.124,  297.199,  269.337, 1396.000, 1122.000, 1412.000, 1190.000, 1936.000, 1688.000, 2025.000, 1723.000,   34.000,   58.000,   42.000,   50.000,   68.000,   62.000,   64.000,   70.000,   82.000,   92.000,   41.000,   44.000,   42.000,   52.000,   44.000, 1190.000, 1026.000, 1117.000, 1052.000, 1551.000, 1575.000, 1643.000, 1612.000, 1031.000,  887.000, 1107.000,  935.000, 1644.000, 1482.000, 1666.000, 1557.000
  177.000,   49.000,   10.000,  607.911,  146.238,  162.165,   54.537,   54.575,  372.428,  414.662,  704.000,  172.749,  150.886,   52.334,   52.142,  319.000,  359.449,  743.637,  183.194,  165.281,   52.592,   54.071,  318.365,  324.519,  783.965,  178.991,  167.864,   50.816,   51.108,  306.620,  301.732,  742.660,  170.979,  162.000,   53.000,   51.662,  292.387,  272.167, 1396.000, 1122.000, 1412.000, 1190.000, 1936.000, 1688.000, 2025.000, 1723.000,   43.000,   34.000,   58.000,   67.000,   51.000,   79.000,   62.000,   64.000,   68.000,   82.000,   41.000,   41.000,   44.000,   45.000,   51.000, 1140.000, 1054.000, 1135.000, 1030.000, 1619.000, 1495.000, 1716.000, 1525.000,  968.000,  896.000, 1051.000,  984.000, 1612.000, 1533.000, 1667.000, 1584.000
  178.000,   49.000,   10.000,  613.522,  147.556,  150.272,   56.984,   56.114,  366.267,  396.900,  712.558,  170.000,  142.000,   54.000,   53.199,  321.840,  331.000,  832.000,  180.343,  162.741,   53.100,   53.000,  311.000,  322.863,  805.731,  175.441,  166.940,   51.099,   51.095,  303.871,  296.293,  743.644,  165.832,  161.374,   52.969,   51.587,  287.563,  269.609, 1396.000, 1091.000, 1412.000, 1190.000, 1936.000, 1710.000, 2044.000, 1761.000,   48.000,   43.000,   34.000,   42.000,   52.000,   56.000,   79.000,   62.000,   70.000,   75.000,   46.000,   41.000,   41.000,   42.000,   47.000, 1062.000, 1046.000, 1133.000, 1019.000, 1605.000, 1598.000, 1732.000, 1566.000,  959.000,  886.000, 1043.000,  962.000, 1601.000, 1452.000, 1717.000, 1550.000
  179.000,   49.000,   10.000,  641.162,  162.092,  154.589,   56.020,   55.157,  417.135,  371.914,  734.480,  172.120,  149.594,   54.327,   52.509,  348.883,  329.509,  828.386,  185.009,  168.732,   52.000,   51.000,  320.158,  312.125,  762.000,  175.708,  165.000,   51.617,   51.000,  306.182,  291.505,  719.370,  163.558,  160.621,   52.820,   50.764,  289.966,  264.664, 1396.000, 1022.000, 1312.000, 1114.000, 1936.000, 1710.000, 2044.000, 1761.000,   39.000,   48.000,   43.000,   58.000,   46.000,   44.000,   56.000,   79.000,   64.000,   86.000,   35.000,   46.000,   41.000,   44.000,   51.000, 1035.000,  970.000, 1115.000, 1033.000, 1545.000, 1517.000, 1708.000, 1544.000,  987.000,  879.000, 1044.000,  969.000, 1583.000, 1564.000, 1650.000, 1607.000
  180.000,   49.000,   10.000,  593.133,  149.243,  148.083,   53.428,   53.329,  387.575,  377.486,  706.135,  175.788,  138.000,   51.773,   50.778,  324.000,  331.121,  738.000,  184.733,  160.000,   51.319,   50.616,  319.582,  312.168,  767.000,  174.594,  164.793,   50.927,   50.791,  306.637,  292.513,  717.320,  162.185,  157.509,   51.473,   50.473,  288.126,  264.247, 1396.000, 1132.000, 1312.000, 1114.000, 1936.000, 1680.000, 2044.000, 1761.000,   41.000,   39.000,   48.000,   34.000,   50.000,   56.000,   44.000,   56.000,   62.000,   82.000,   32.000,   35.000,   46.000,   41.000,   52.000, 1030.000,  912.000, 1108.000,  980.000, 1514.000, 1479.000, 1674.000, 1564.000,  945.000,  845.000,  997.000,  933.000, 1549.000, 1451.000, 1621.000, 1549.000
  181.000,   49.000,   10.000,  592.100,  139.858,  148.980,   52.795,   52.865,  365.190,  378.460,  620.683,  168.115,  140.224,   51.000,   50.434,  325.221,  333.398,  692.225,  168.449,  155.187,   50.721,   50.111,  310.140,  313.130,  728.827,  168.861,  158.873,   50.471,   50.000,  294.115,  294.870,  688.326,  159.023,  153.317,   50.934,   50.405,  279.769,  265.597, 1396.000, 1028.000, 1312.000, 1073.000, 1936.000, 1680.000, 2044.000, 1761.000,   38.000,   41.000,   39.000,   43.000,   67.000,   68.000,   56.000,   44.000,   79.000,   68.000,   49.000,   32.000,   35.000,   41.000,   45.000,  992.000,  924.000, 1044.000,  998.000, 1491.000, 1474.000, 1573.000, 1536.000,  906.000,  871.000,  998.000,  951.000, 1556.000, 1546.000, 1572.000, 1545.000
  182.000,   49.000,   10.000,  570.357,  145.964,  139.387,   52.669,   52.909,  381.385,  362.443,  578.000,  161.618,  126.000,   50.749,   51.000,  332.169,  322.350,  684.962,  165.918,  148.940,   50.220,   54.000,  313.499,  311.540,  706.012,  164.000,  155.678,   51.325,   50.317,  308.000,  293.000,  665.833,  155.994,  150.798,   50.983,   50.907,  279.590,  264.472, 1396.000, 1028.000, 1312.000, 1073.000, 1720.000, 1652.000, 2044.000, 1751.000,   33.000,   38.000,   41.000,   48.000,   42.000,   48.000,   68.000,   56.000,   56.000,   70.000,   44.000,   49.000,   32.000,   46.000,   42.000,  991.000,  942.000, 1166.000, 1003.000, 1459.000, 1387.000, 1613.000, 1444.000,  911.000,  905.000, 1034.000,  959.000, 1451.000, 1443.000, 1533.000, 1521.000
  183.000,   49.000,   10.000,  587.940,  139.961,  142.249,   54.832,   54.179,  382.893,  351.942,  595.215,  153.164,  130.038,   51.530,   51.833,  336.804,  320.232,  715.141,  160.141,  147.330,   53.000,   52.420,  315.405,  307.694,  697.403,  161.648,  155.469,   54.000,   50.228,  306.692,  291.662,  649.932,  149.639,  147.770,   52.470,   50.087,  268.033,  257.060, 1396.000, 1012.000, 1312.000, 1077.000, 1720.000, 1652.000, 2044.000, 1751.000,   44.000,   33.000,   38.000,   39.000,   58.000,   41.000,   48.000,   68.000,   44.000,   64.000,   45.000,   44.000,   49.000,   35.000,   44.000,  950.000,  927.000, 1099.000,  984.000, 1471.000, 1461.000, 1540.000, 1501.000,  909.000,  884.000, 1017.000,  964.000, 1488.000, 1528.000, 1516.000, 1583.000
  184.000,   49.000,   10.000,  661.577,  137.803,  140.395,   54.830,   53.893,  374.307,  369.495,  710.332,  139.476,  125.000,   51.802,   51.312,  327.803,  326.765,  750.693,  156.133,  149.000,   52.140,   51.511,  315.062,  310.382,  720.393,  158.148,  154.314,   54.007,   50.139,  302.897,  290.634,  657.890,  148.032,  146.020,   53.000,   50.269,  262.289,  252.943, 1396.000, 1012.000, 1312.000, 1077.000, 1649.000, 1652.000, 1826.000, 1790.000,   39.000,   44.000,   33.000,   41.000,   34.000,   45.000,   41.000,   48.000,   56.000,   62.000,   29.000,   45.000,   44.000,   32.000,   41.000,  906.000,  924.000, 1089.000, 1015.000, 1541.000, 1474.000, 1608.000, 1510.000,  909.000,  886.000,  982.000,  932.000, 1479.000, 1477.000, 1550.000, 1547.000
  185.000,   49.000,   10.000,  619.489,  143.473,  144.106,   53.280,   54.565,  356.967,  366.744,  716.571,  140.232,  132.304,   51.167,   51.959,  323.844,  329.744,  765.391,  158.736,  147.668,   52.153,   53.000,  308.987,  312.410,  716.000,  154.000,  151.785,   51.000,   52.000,  289.000,  287.000,  656.397,  146.441,  144.642,   52.923,   50.662,  256.851,  249.353, 1396.000,  975.000, 1211.000, 1038.000, 1649.000, 1652.000, 1826.000, 1790.000,   33.000,   39.000,   44.000,   38.000,   43.000,   44.000,   45.000,   41.000,   68.000,   79.000,   25.000,   29.000,   45.000,   49.000,   41.000,  940.000,  924.000, 1042.000,  986.000, 1454.000, 1391.000, 1556.000, 1502.000,  811.000,  867.000,  970.000,  940.000, 1464.000, 1449.000, 1515.000, 1500.000
  186.000,   49.000,   10.000,  614.455,  143.566,  146.687,   53.686,   55.474,  351.059,  368.059,  639.085,  150.869,  136.540,   50.520,   50.868,  318.350,  331.234,  697.176,  158.459,  151.000,   50.912,   51.323,  306.066,  312.166,  693.379,  152.536,  153.000,   50.639,   51.566,  284.769,  285.000,  616.909,  145.922,  146.084,   51.228,   50.154,  246.223,  251.880, 1396.000,  975.000, 1211.000, 1038.000, 1655.000, 1648.000, 1788.000, 1754.000,   36.000,   33.000,   39.000,   33.000,   48.000,   46.000,   44.000,   45.000,   48.000,   56.000,   27.000,   25.000,   29.000,   44.000,   46.000,  872.000,  939.000,  976.000,  982.000, 1450.000, 1492.000, 1509.000, 1520.000,  858.000,  921.000,  956.000,  975.000, 1322.000, 1457.000, 1505.000, 1516.000
  187.000,   49.000,   10.000,  609.467,  145.635,  148.720,   58.253,   56.641,  349.666,  354.765,  606.340,  153.949,  141.889,   52.612,   53.144,  317.954,  310.720,  668.473,  165.000,  153.395,   56.000,   51.261,  300.000,  308.903,  662.097,  155.000,  154.303,   51.112,   51.347,  285.102,  277.000,  603.883,  147.308,  148.861,   52.000,   51.023,  239.598,  254.066, 1396.000,  970.000, 1211.000, 1006.000, 1655.000, 1648.000, 1788.000, 1754.000,   51.000,   36.000,   33.000,   44.000,   39.000,   41.000,   46.000,   44.000,   41.000,   44.000,   41.000,   27.000,   25.000,   45.000,   35.000,  868.000,  962.000,  972.000, 1016.000, 1513.000, 1499.000, 1643.000, 1550.000,  869.000,  922.000,  950.000,  975.000, 1427.000, 1477.000, 1487.000, 1537.000
  188.000,   49.000,   10.000,  596.197,  148.919,  151.841,   58.221,   55.976,  348.736,  380.616,  625.594,  158.020,  134.000,   52.462,   52.789,  314.615,  323.381,  734.000,  165.448,  152.177,   55.094,   51.628,  299.367,  317.000,  654.213,  154.090,  154.649,   51.000,   52.000,  273.778,  279.617,  610.282,  148.880,  145.000,   52.112,   52.005,  239.397,  240.000, 1254.000,  970.000, 1211.000, 1006.000, 1669.000, 1616.000, 1788.000, 1697.000,   43.000,   51.000,   36.000,   39.000,   41.000,   34.000,   41.000,   46.000,   45.000,   56.000,   46.000,   41.000,   27.000,   29.000,   32.000,  927.000, 1001.000, 1007.000, 1037.000, 1518.000, 1523.000, 1564.000, 1568.000,  905.000,  907.000,  955.000,  950.000, 1382.000, 1442.000, 1509.000, 1484.000
  189.000,   49.000,   10.000,  620.120,  140.255,  141.591,   55.168,   53.550,  346.212,  350.214,  676.000,  158.000,  131.936,   51.885,   51.695,  309.000,  309.491,  722.526,  161.018,  148.913,   54.385,   51.000,  299.169,  309.817,  663.897,  152.515,  147.000,   52.000,   51.530,  267.381,  266.000,  621.636,  150.866,  146.252,   52.555,   52.672,  240.131,  240.876, 1254.000,  965.000, 1211.000, 1006.000, 1669.000, 1616.000, 1788.000, 1697.000,   39.000,   43.000,   51.000,   33.000,   38.000,   34.000,   34.000,   41.000,   44.000,   68.000,   32.000,   46.000,   41.000,   25.000,   49.000,  919.000,  998.000,  998.000, 1059.000, 1458.000, 1479.000, 1477.000, 1558.000,  886.000,  907.000,  949.000,  950.000, 1467.000, 1442.000, 1509.000, 1484.000
  190.000,   49.000,   10.000,  555.944,  142.673,  139.447,   55.806,   54.542,  345.212,  368.579,  646.090,  154.127,  125.000,   51.831,   51.911,  311.493,  324.000,  662.424,  155.768,  132.000,   53.020,   52.000,  300.677,  310.109,  627.000,  148.981,  144.102,   51.117,   51.483,  264.912,  268.710,  625.311,  147.535,  146.401,   51.836,   54.033,  236.938,  244.792, 1254.000,  965.000, 1211.000, 1006.000, 1662.000, 1588.000, 1803.000, 1697.000,   38.000,   39.000,   43.000,   36.000,   33.000,   48.000,   34.000,   34.000,   46.000,   48.000,   30.000,   32.000,   46.000,   27.000,   44.000,  845.000,  996.000, 1039.000, 1047.000, 1440.000, 1491.000, 1538.000, 1491.000,  896.000,  901.000,  926.000,  949.000, 1430.000, 1418.000, 1448.000, 1488.000
  191.000,   49.000,   10.000,  549.883,  138.784,  141.423,   54.636,   54.169,  346.933,  352.211,  540.417,  136.000,  126.897,   51.000,   51.000,  300.000,  323.352,  596.000,  142.638,  131.062,   50.860,   51.000,  300.458,  307.474,  596.000,  145.858,  140.182,   50.686,   51.413,  262.697,  259.816,  626.445,  148.020,  148.025,   52.546,   53.435,  240.457,  247.164, 1254.000,  965.000, 1211.000,  934.000, 1662.000, 1588.000, 1803.000, 1697.000,   30.000,   38.000,   39.000,   51.000,   44.000,   32.000,   48.000,   34.000,   41.000,   41.000,   25.000,   30.000,   32.000,   41.000,   45.000,  843.000,  990.000, 1064.000, 1125.000, 1417.000, 1478.000, 1517.000, 1506.000,  904.000,  898.000,  948.000,  938.000, 1404.000, 1405.000, 1454.000, 1469.000
  192.000,   49.000,   10.000,  542.911,  139.292,  141.232,   55.471,   55.055,  345.188,  354.261,  510.267,  134.210,  130.000,   50.917,   50.928,  307.475,  317.000,  566.739,  137.099,  131.712,   50.000,   50.000,  304.725,  309.000,  581.376,  142.795,  139.356,   50.240,   50.387,  256.395,  257.907,  630.457,  149.151,  149.946,   54.025,   54.325,  247.487,  246.305, 1185.000,  965.000, 1211.000,  934.000, 1662.000, 1588.000, 1803.000, 1697.000,   28.000,   30.000,   38.000,   43.000,   39.000,   27.000,   32.000,   48.000,   34.000,   45.000,   30.000,   25.000,   30.000,   46.000,   29.000,  946.000, 1022.000, 1058.000, 1079.000, 1368.000, 1419.000, 1447.000, 1451.000,  871.000,  898.000,  941.000,  940.000, 1332.000, 1364.000, 1398.000, 1408.000
  193.000,   49.000,   10.000,  554.498,  137.746,  142.426,   53.517,   53.297,  345.524,  365.274,  513.469,  128.000,  128.118,   51.329,   50.858,  312.000,  323.315,  575.000,  131.000,  135.000,   50.503,   52.000,  307.000,  309.883,  573.634,  138.804,  136.173,   50.245,   50.794,  249.033,  255.440,  632.056,  150.027,  150.405,   55.249,   55.309,  252.817,  254.924, 1185.000,  910.000, 1211.000,  949.000, 1662.000, 1588.000, 1803.000, 1697.000,   31.000,   28.000,   30.000,   39.000,   33.000,   30.000,   27.000,   32.000,   34.000,   44.000,   36.000,   30.000,   25.000,   32.000,   25.000, 1012.000, 1049.000, 1134.000, 1121.000, 1376.000, 1425.000, 1447.000, 1443.000,  871.000,  875.000,  940.000,  916.000, 1341.000, 1442.000, 1402.000, 1358.000
  194.000,   49.000,   10.000,  576.233,  135.475,  142.804,   54.741,   54.662,  329.408,  373.026,  530.636,  127.680,  126.236,   52.325,   51.914,  308.700,  325.474,  567.685,  127.926,  132.108,   53.000,   51.835,  299.234,  313.000,  572.999,  136.030,  134.476,   50.895,   51.171,  241.416,  251.012,  644.417,  148.715,  154.510,   56.520,   56.036,  247.333,  267.049, 1185.000,  907.000, 1211.000,  927.000, 1662.000, 1588.000, 1803.000, 1697.000,   29.000,   31.000,   28.000,   38.000,   36.000,   41.000,   30.000,   27.000,   48.000,   46.000,   32.000,   36.000,   30.000,   30.000,   27.000, 1107.000, 1120.000, 1177.000, 1161.000, 1437.000, 1505.000, 1439.000, 1440.000,  900.000,  875.000,  940.000,  916.000, 1429.000, 1487.000, 1530.000, 1556.000
